city,date,fare,ride_id
Reynoldsfurt,2019/3/10 20:10:03,4.1,5.69E+12
North Markport,2019/2/22 15:00:37,16.46,2.80E+12
Huntermouth,2019/1/9 22:56:35,15.31,1.53E+12
Rogerston,2019/3/19 16:58:45,29.88,3.98E+12
Deanville,2019/3/5 12:05:14,11.16,4.74E+12
Rodneyfort,2019/1/11 14:18:07,23.21,3.43E+12
Reynoldsfurt,2019/3/29 17:35:50,31.43,9.92E+12
West Josephberg,2019/1/14 18:07:37,9.71,4.73E+12
Huntermouth,2019/3/20 0:45:53,40.55,6.75E+12
Amandaburgh,2019/4/24 8:02:27,14.55,7.84E+12
Port Frank,2019/3/5 0:42:17,36.35,9.21E+12
Martinezhaven,2019/1/10 3:37:02,23.62,5.47E+12
East Kaylahaven,2019/2/10 12:42:09,6.69,6.07E+12
Joneschester,2019/3/10 13:31:40,22.72,8.71E+12
West Angela,2019/5/1 19:03:17,23.23,7.77E+12
New Paulton,2019/4/24 14:27:01,32.22,2.99E+12
Roberthaven,2019/3/5 12:12:21,5.43,6.05E+11
Port Frank,2019/3/9 16:59:41,6.5,2.11E+12
Port Frank,2019/4/4 11:46:40,39.39,7.97E+12
Hurleymouth,2019/3/7 12:38:40,41.96,1.68E+12
Leahton,2019/3/6 17:06:51,41.29,3.31E+12
Johnton,2019/2/7 19:40:32,30.97,6.85E+12
Lake Scottton,2019/5/3 15:26:01,25.68,7.71E+11
Simpsonburgh,2019/1/31 5:16:40,39.23,3.70E+12
West Angela,2019/2/21 13:51:29,29.99,4.37E+12
Williamsview,2019/4/16 8:23:02,20.38,8.23E+12
West Josephberg,2019/4/12 0:11:17,15.49,5.12E+12
West Josephberg,2019/2/15 0:51:41,36.7,8.33E+12
South Karenland,2019/2/19 2:20:23,39.59,9.83E+12
Barajasview,2019/1/2 23:23:19,36.13,8.57E+12
East Kaylahaven,2019/1/21 16:07:14,36.89,2.41E+12
Loganberg,2019/1/12 5:07:59,36.82,1.08E+12
Richardfort,2019/4/22 3:06:56,39.74,4.08E+12
Richardfort,2019/1/31 14:51:01,43.92,4.07E+12
South Michelleport,2019/4/1 14:50:13,28.84,8.85E+12
Barajasview,2019/1/14 11:00:56,19.81,2.38E+12
West Heidi,2019/4/18 20:05:50,32.74,1.75E+12
Leahton,2019/3/31 2:08:34,4.65,2.20E+12
Port Johnbury,2019/1/7 5:43:33,19.08,8.84E+12
Justinberg,2019/5/7 20:22:19,18.74,6.40E+12
North Barbara,2019/4/10 17:12:30,10.94,3.56E+11
Barajasview,2019/5/6 1:06:46,17.63,9.23E+12
Reynoldsfurt,2019/4/12 1:13:32,21.18,7.47E+12
West Christopherberg,2019/2/9 12:25:18,33.97,4.25E+12
Leahton,2019/2/23 1:19:01,7.08,3.74E+12
Simpsonburgh,2019/3/4 11:08:21,23.33,1.00E+12
Port Frank,2019/4/5 7:22:06,14.21,8.37E+12
West Heidi,2019/4/17 0:03:53,8.91,7.62E+12
Robertport,2019/4/24 23:45:26,19.73,7.44E+12
Loganberg,2019/5/5 17:29:14,30.47,7.77E+12
West Josephberg,2019/3/23 1:43:42,33.12,2.34E+12
West Anthony,2019/4/3 1:47:34,31.6,4.97E+12
South Michelleport,2019/4/22 2:38:23,9.72,2.09E+12
Amandaburgh,2019/4/5 10:22:33,25.55,8.58E+12
Justinberg,2019/4/1 23:46:28,40.87,8.96E+12
Joneschester,2019/3/10 8:15:49,27.91,1.27E+12
Lake Scottton,2019/1/11 19:18:14,31.31,9.31E+12
Rodneyfort,2019/3/24 19:06:17,31.41,8.27E+11
Pattyland,2019/4/25 14:57:12,44.39,1.72E+12
Jerryton,2019/2/28 1:14:01,36.87,3.09E+12
Lake Scottton,2019/4/11 4:26:34,22.03,2.03E+12
Grahamburgh,2019/4/29 21:20:41,13.59,3.20E+12
South Latoya,2019/3/29 22:54:21,5.93,2.62E+12
Liumouth,2019/3/27 12:12:35,44.27,9.82E+11
Hurleymouth,2019/3/2 11:43:55,34.65,9.38E+12
West Angela,2019/2/15 8:01:29,44.12,1.96E+12
Reynoldsfurt,2019/3/14 16:29:50,35.65,9.91E+12
Port Johnbury,2019/3/29 3:22:44,14.54,3.76E+12
North Jason,2019/2/15 14:32:55,17.35,6.04E+12
North Madeline,2019/4/15 10:02:03,37.6,3.90E+12
Simpsonburgh,2019/2/15 9:18:12,4.63,60590634054
Hurleymouth,2019/2/13 17:32:27,25.72,8.76E+12
West Robert,2019/3/7 6:32:50,4.28,2.03E+12
North Jasmine,2019/4/1 4:31:58,28.04,5.01E+12
North Jason,2019/4/5 20:10:13,32.18,3.37E+12
South Jack,2019/2/1 11:28:27,26.72,5.06E+12
West Heidi,2019/2/9 19:23:40,39.76,5.52E+12
West Anthony,2019/4/6 2:25:24,14.3,7.57E+12
West Ericstad,2019/3/21 9:28:30,18.24,4.60E+12
West Samuelburgh,2019/2/27 6:43:58,32.73,5.62E+12
New Jacobville,2019/4/9 8:47:39,4.95,4.49E+12
Carriemouth,2019/2/21 15:09:30,23.48,4.76E+12
Christopherfurt,2019/3/18 9:24:46,7.45,4.45E+12
South Phillip,2019/1/16 3:42:53,7.08,8.46E+12
Grahamburgh,2019/1/28 15:40:18,44.91,2.59E+11
Christopherfurt,2019/3/25 20:35:29,23.38,5.00E+11
Robertport,2019/4/27 12:31:49,41.48,6.46E+12
Justinberg,2019/4/26 8:12:39,7.68,1.07E+12
Port Frank,2019/4/5 15:44:01,36.08,3.46E+11
New Jacobville,2019/4/13 1:18:36,43.98,9.45E+12
North Jasmine,2019/2/1 20:17:32,8.09,4.16E+11
Valentineton,2019/3/18 7:07:37,36.04,8.73E+12
Huntermouth,2019/1/6 20:23:15,28.74,6.54E+11
South Jack,2019/3/8 8:55:38,17.17,8.79E+12
New Paulton,2019/3/15 4:48:54,4.6,9.74E+12
Williamsstad,2019/4/21 23:26:52,26.99,8.56E+12
Jerryton,2019/1/6 12:30:31,27.71,9.04E+12
Deanville,2019/1/4 13:30:18,4.56,6.42E+12
South Evanton,2019/3/22 5:26:10,6.58,8.38E+12
New Kimberlyborough,2019/4/29 7:38:14,9.08,3.17E+12
Hurleymouth,2019/3/24 12:04:05,8.77,8.27E+12
North Barbara,2019/4/1 0:20:26,31.72,9.79E+12
West Angela,2019/2/22 2:22:44,19.44,3.79E+12
Karenside,2019/3/15 15:11:23,31.89,5.44E+12
South Phillip,2019/5/1 23:05:39,38.46,3.44E+12
South Karenland,2019/5/8 11:38:35,19.77,7.84E+12
Royland,2019/2/21 22:19:42,5.95,8.42E+12
South Phillip,2019/1/20 17:35:14,24,7.34E+12
South Phillip,2019/5/2 1:04:26,24.23,1.23E+11
West Gabriel,2019/3/9 4:39:40,14.41,8.74E+12
South Karenland,2019/1/14 2:07:31,24.71,8.61E+12
Robertport,2019/4/27 10:55:00,11.42,9.23E+12
Roberthaven,2019/2/12 7:58:19,37,4.70E+12
West Christopherberg,2019/1/11 21:37:38,44.76,2.74E+12
Robertport,2019/3/21 5:48:07,8.2,3.40E+12
West Anthony,2019/2/7 16:55:49,33.51,4.16E+12
New Kimberlyborough,2019/2/9 13:28:12,6.43,6.45E+12
Loganberg,2019/2/2 23:09:57,7.12,1.27E+12
West Samuelburgh,2019/1/11 1:36:40,25.07,1.51E+11
New Kimberlyborough,2019/4/24 18:35:25,28.87,7.94E+12
Roberthaven,2019/4/25 14:14:21,22.75,7.37E+12
Barajasview,2019/4/3 15:25:40,44.15,9.60E+12
Royland,2019/2/22 22:46:35,10.19,8.90E+12
Rogerston,2019/3/14 14:43:06,10.29,7.43E+12
Christopherfurt,2019/2/12 14:24:45,11.7,8.49E+12
West Gabriel,2019/2/20 6:07:56,8.44,6.91E+12
South Karenland,2019/4/18 13:07:48,8.56,7.56E+12
Williamsview,2019/4/26 0:30:10,20.89,2.57E+12
Deanville,2019/3/5 9:44:44,42.79,3.62E+12
West Samuelburgh,2019/1/16 3:43:06,14.93,5.02E+11
North Barbara,2019/2/14 11:29:33,4.11,7.68E+12
Christopherfurt,2019/3/10 7:36:14,22.65,5.00E+12
Jerryton,2019/2/1 16:39:33,37.7,9.58E+12
South Latoya,2019/2/9 20:42:42,12.17,9.01E+12
South Latoya,2019/3/4 12:20:13,5.04,9.88E+12
West Gabriel,2019/3/17 4:22:57,15.95,9.30E+12
Lake Jonathanshire,2019/1/23 21:43:16,21.11,7.71E+12
North Jasmine,2019/2/10 20:19:09,31.38,4.75E+12
Raymondhaven,2019/4/15 12:15:39,6.74,6.81E+12
Port Johnbury,2019/3/25 2:17:17,41.61,8.06E+12
North Barbara,2019/1/17 18:14:21,18.27,3.78E+11
New Kimberlyborough,2019/1/27 14:49:59,23.09,5.58E+12
Carriemouth,2019/2/26 5:24:14,19.05,1.95E+12
West Samuelburgh,2019/2/5 21:02:08,31.94,6.73E+12
Martinezhaven,2019/2/17 21:48:23,34.27,2.34E+11
North Barbara,2019/4/30 5:22:36,28.89,3.28E+12
Valentineton,2019/2/8 19:05:19,36.23,6.67E+12
West Robert,2019/2/9 5:16:40,26.1,18586563147
Roberthaven,2019/4/7 16:53:02,13.4,4.90E+12
West Gabriel,2019/4/20 5:31:15,23.69,4.91E+12
Karenberg,2019/2/18 19:28:12,44.08,7.22E+12
Rogerston,2019/3/8 3:46:09,17.81,8.56E+12
West Angela,2019/1/12 1:55:14,20.46,5.24E+12
New Kimberlyborough,2019/4/1 12:09:20,10.76,9.13E+12
Justinberg,2019/2/20 15:05:34,31.31,9.20E+12
South Michelleport,2019/1/2 0:56:53,37.34,7.66E+12
South Evanton,2019/1/11 11:02:56,39.99,9.39E+12
Johnton,2019/4/11 13:41:32,33.12,7.23E+12
Grahamburgh,2019/4/3 13:27:12,5.09,8.56E+12
Rogerston,2019/2/16 2:04:26,20.64,8.15E+12
South Karenland,2019/4/21 11:42:56,7.44,3.55E+12
North Barbara,2019/3/8 9:24:04,29.15,96327208793
Jerryton,2019/3/20 1:28:13,15.37,9.32E+11
West Christopherberg,2019/4/25 6:22:17,35.39,7.48E+12
South Jack,2019/2/13 9:20:17,32.64,8.81E+11
Port Samanthamouth,2019/1/28 23:59:56,15.49,3.27E+12
New Paulton,2019/3/29 19:12:44,43.79,7.07E+12
Carriemouth,2019/4/18 17:01:19,37.63,7.74E+12
North Jasmine,2019/2/27 1:34:44,35.31,9.25E+12
Rogerston,2019/1/16 8:38:21,31.34,1.32E+11
Port David,2019/2/3 1:11:12,21.2,5.71E+11
Williamsview,2019/4/11 20:41:11,33.68,2.74E+12
South Evanton,2019/4/26 4:37:07,42.99,4.02E+12
South Evanton,2019/3/25 15:50:31,23.48,4.60E+12
Port David,2019/4/7 23:44:31,39.51,5.96E+12
West Christopherberg,2019/2/8 23:04:07,14.22,3.73E+12
New Paulton,2019/3/19 23:42:30,40.2,8.20E+12
Leahton,2019/2/4 8:07:51,15.37,9.59E+12
Valentineton,2019/4/28 9:10:04,5.73,2.11E+11
Port David,2019/3/14 9:28:52,9.22,3.64E+12
West Robert,2019/2/12 1:20:31,14.8,8.06E+12
Valentineton,2019/1/2 1:46:40,34.79,6.36E+12
Port Johnbury,2019/2/20 4:27:04,27.1,3.56E+12
Richardfort,2019/3/4 22:13:57,14.83,9.47E+12
Karenberg,2019/1/8 13:51:01,9.5,1.45E+12
West Robert,2019/3/14 15:25:30,18.28,4.58E+12
New Paulville,2019/2/15 23:58:52,28.18,2.04E+12
West Patrickchester,2019/5/3 1:24:27,44.85,9.42E+12
Loganberg,2019/4/3 9:30:45,5.16,9.23E+12
Pattyland,2019/5/2 20:17:54,4.23,1.66E+11
West Christopherberg,2019/2/20 15:23:03,26.9,1.24E+12
Leahton,2019/2/5 18:06:22,8.38,5.90E+12
Richardfort,2019/3/28 19:33:00,7.75,5.54E+12
West Anthony,2019/3/11 12:23:09,41.37,1.13E+12
East Kaylahaven,2019/4/17 0:28:25,41.19,6.32E+11
Williamsstad,2019/4/1 17:37:03,16.83,1.52E+12
South Phillip,2019/2/12 22:04:01,23.69,3.67E+12
West Samuelburgh,2019/1/18 10:57:01,16.96,3.94E+12
Royland,2019/3/24 10:24:58,10.05,2.96E+12
Justinberg,2019/1/24 10:16:58,8.83,1.86E+12
Karenberg,2019/1/30 10:51:26,8.79,3.83E+12
North Markport,2019/4/9 14:55:36,20.23,2.58E+12
Roberthaven,2019/3/17 14:48:42,26.71,9.35E+12
Royland,2019/1/11 14:23:33,43.07,7.58E+11
Hurleymouth,2019/1/31 2:49:31,19.23,9.54E+12
Roberthaven,2019/4/22 4:12:02,31.29,4.10E+12
Grahamburgh,2019/3/16 10:03:25,30.66,4.74E+12
Johnton,2019/4/26 17:02:03,4.63,3.44E+12
Huntermouth,2019/5/7 8:47:24,25.83,9.62E+11
Pattyland,2019/3/19 20:41:46,18.17,9.39E+12
West Robert,2019/4/16 16:16:39,25.65,3.60E+12
Leahton,2019/4/13 10:54:14,18.25,6.16E+12
Port Frank,2019/4/18 0:39:00,33.73,2.26E+12
Port Frank,2019/2/28 7:39:56,33.83,1.26E+12
West Josephberg,2019/3/8 21:57:37,9.54,8.12E+12
Grahamburgh,2019/2/8 13:28:19,10.63,3.65E+12
Williamsstad,2019/5/6 19:34:45,26.43,8.99E+12
North Barbara,2019/3/27 9:44:50,33.4,5.62E+12
South Phillip,2019/4/17 18:42:23,42.3,1.30E+12
Erikaland,2019/2/5 4:51:46,14.13,9.88E+12
Port Samanthamouth,2019/1/19 19:54:19,38.58,2.63E+12
North Jasmine,2019/4/21 15:15:52,5.31,2.98E+12
West Gabriel,2019/4/27 0:34:07,37.74,7.64E+12
Rodneyfort,2019/2/6 11:01:59,27.87,9.79E+12
New Paulton,2019/4/27 23:26:03,19.06,2.00E+11
Hurleymouth,2019/4/22 2:31:34,9.14,5.56E+12
South Phillip,2019/3/2 7:23:45,30.62,4.98E+12
West Ericstad,2019/1/25 20:18:54,23.27,2.13E+12
Port Samanthamouth,2019/3/20 5:48:09,36.7,8.19E+11
West Josephberg,2019/1/17 5:32:53,7.87,2.30E+12
Port Angela,2019/3/10 19:24:17,43.18,1.89E+12
West Gabriel,2019/4/25 14:28:31,10.86,8.50E+12
Hurleymouth,2019/2/15 2:10:41,42.61,9.95E+12
Jerryton,2019/4/18 6:08:08,42.8,2.66E+12
Lake Danielberg,2019/2/9 19:09:28,10.62,9.24E+12
South Phillip,2019/1/14 18:26:57,41.66,2.77E+12
West Robert,2019/3/28 15:00:52,35.88,2.85E+12
New Kimberlyborough,2019/4/28 12:48:34,33.35,9.50E+12
New Paulville,2019/5/2 18:20:46,12.08,6.16E+11
West Josephberg,2019/4/30 14:45:49,40.08,5.41E+12
Erikaland,2019/3/17 16:51:14,39.58,6.42E+12
North Madeline,2019/4/8 20:26:29,25.79,9.44E+12
West Heidi,2019/4/6 21:40:42,23.41,9.79E+12
Reynoldsfurt,2019/2/2 2:52:44,29.07,1.86E+12
South Latoya,2019/1/18 6:04:47,5.69,7.01E+11
Amandaburgh,2019/3/7 2:26:33,18.76,3.42E+12
West Josephberg,2019/1/20 1:27:14,38.39,4.40E+12
Lake Jonathanshire,2019/1/29 0:19:07,41.05,6.65E+12
West Anthony,2019/4/18 23:10:20,31.16,8.48E+12
Raymondhaven,2019/4/6 13:52:23,30.36,8.73E+12
Hurleymouth,2019/1/11 12:59:18,37.44,7.88E+12
Roberthaven,2019/1/28 10:23:03,21.72,7.33E+12
New Paulville,2019/4/29 23:05:04,14.59,3.63E+12
Robertport,2019/3/26 22:47:28,13.34,5.45E+12
Port Frank,2019/1/19 13:08:46,4.86,5.08E+12
Rogerston,2019/3/26 4:27:13,13.97,2.82E+12
Liumouth,2019/1/16 21:55:41,6.02,3.85E+12
Lake Danielberg,2019/1/21 12:52:23,14.09,9.57E+12
West Josephberg,2019/3/21 15:44:51,6.13,2.30E+12
Leahton,2019/1/15 2:30:19,21.95,1.80E+12
Huntermouth,2019/4/3 7:02:33,29.88,8.97E+12
Lake Danielberg,2019/5/3 15:35:53,19.97,5.54E+11
Loganberg,2019/2/21 13:09:31,7.49,6.41E+11
North Madeline,2019/2/16 15:06:13,37.75,1.45E+12
Hurleymouth,2019/4/9 9:17:22,20.31,2.51E+12
Port Johnbury,2019/3/30 20:43:11,19.48,5.14E+12
Royland,2019/5/7 14:58:12,36.22,2.54E+12
Richardfort,2019/2/14 3:27:28,44.11,2.50E+12
Johnton,2019/1/25 13:17:50,28.14,7.11E+12
North Jason,2019/4/12 6:19:16,33.12,1.71E+12
South Phillip,2019/1/5 17:50:07,41.55,8.83E+12
Reynoldsfurt,2019/1/21 16:07:25,25.19,1.03E+12
West Ericstad,2019/4/12 12:08:32,27.69,4.57E+12
Richardfort,2019/4/27 11:59:25,30.31,6.11E+12
West Heidi,2019/4/22 0:38:57,8.89,5.41E+12
Johnton,2019/3/4 10:30:32,36.76,3.27E+12
West Angela,2019/1/2 9:28:27,19.81,9.74E+12
Leahton,2019/2/28 20:02:59,31.01,2.12E+12
Johnton,2019/4/11 14:40:12,16.63,7.25E+12
Port David,2019/1/21 2:29:36,32.92,8.58E+11
New Kimberlyborough,2019/4/1 4:31:44,35.11,8.28E+12
Port Frank,2019/2/26 5:03:19,25.18,7.28E+12
Barajasview,2019/1/24 5:58:33,9.21,1.84E+12
South Phillip,2019/4/21 10:31:27,32.85,2.75E+12
North Jasmine,2019/4/3 13:15:16,19.66,9.21E+12
New Kimberlyborough,2019/3/13 9:48:42,14.84,1.84E+12
North Jasmine,2019/1/5 16:39:33,26.72,3.67E+12
Reynoldsfurt,2019/2/13 10:29:16,7.43,5.24E+12
North Barbara,2019/5/5 15:15:23,38.15,2.56E+11
South Karenland,2019/4/23 9:19:31,12.34,9.19E+12
North Jasmine,2019/4/17 7:34:23,22.41,4.20E+12
East Kaylahaven,2019/2/16 21:02:16,34.42,8.00E+12
West Samuelburgh,2019/3/7 20:34:09,34.22,1.13E+12
Richardfort,2019/3/3 11:57:24,11.42,2.92E+12
West Heidi,2019/2/19 21:08:49,7.64,8.97E+12
Raymondhaven,2019/5/8 4:39:49,18.45,1.81E+12
North Markport,2019/4/29 11:39:07,19.8,1.84E+12
New Paulton,2019/2/17 8:20:55,37.44,7.43E+12
Karenside,2019/1/25 3:33:23,19.6,4.72E+12
South Jack,2019/3/3 9:00:03,29.88,2.15E+12
South Michelleport,2019/1/20 5:30:12,34.72,6.39E+12
North Jason,2019/4/1 14:43:46,40.45,1.10E+12
Joneschester,2019/1/26 19:19:04,13.77,6.68E+12
Amandaburgh,2019/1/2 9:57:04,33.06,6.33E+12
North Jason,2019/3/28 18:03:53,42.75,4.27E+12
Roberthaven,2019/1/28 22:09:44,28.11,6.23E+12
South Karenland,2019/2/13 3:55:55,24.16,3.27E+12
Rogerston,2019/1/23 18:16:39,21.64,3.85E+12
Robertport,2019/2/14 4:42:16,18.38,9.07E+12
West Samuelburgh,2019/1/6 13:23:28,11.01,73344113439
New Paulton,2019/4/6 16:21:56,38.8,8.52E+12
Port Johnbury,2019/4/12 3:43:45,8.42,39663640391
South Karenland,2019/5/3 16:09:36,19.69,2.54E+12
Liumouth,2019/3/22 20:35:56,39.96,6.16E+12
South Evanton,2019/4/29 13:54:33,5.16,3.15E+11
Huntermouth,2019/4/20 9:38:12,23.65,3.50E+12
Simpsonburgh,2019/4/26 22:20:18,29.22,4.45E+12
Valentineton,2019/2/17 5:51:36,21.74,4.88E+12
Deanville,2019/1/12 7:32:21,39.45,4.20E+11
South Karenland,2019/4/27 16:20:00,6.62,9.44E+12
Lake Jonathanshire,2019/3/22 14:33:32,18.72,4.68E+12
East Kaylahaven,2019/3/1 15:07:16,23.45,3.22E+12
Port David,2019/4/12 5:32:59,35.51,2.99E+12
West Gabriel,2019/1/30 15:37:59,25.64,3.46E+12
South Evanton,2019/2/13 16:46:38,44.33,3.93E+12
Richardfort,2019/1/13 10:08:54,25.81,9.11E+12
North Madeline,2019/4/4 6:42:02,25.38,6.91E+12
South Evanton,2019/4/6 16:41:00,9.3,1.04E+12
Royland,2019/2/18 2:03:31,8.32,5.21E+12
Hurleymouth,2019/1/7 15:53:43,20.01,4.46E+12
West Anthony,2019/4/8 6:21:07,20.83,9.58E+12
Martinezhaven,2019/2/14 2:51:53,27.16,2.20E+12
North Jasmine,2019/1/21 21:00:14,33.06,4.26E+12
Carriemouth,2019/4/15 8:00:48,40.03,2.67E+12
Lake Scottton,2019/1/21 4:20:36,21.81,2.94E+11
Hurleymouth,2019/1/17 17:07:29,24.86,9.30E+12
North Barbara,2019/3/17 17:07:58,6.12,5.48E+12
Royland,2019/4/23 1:14:28,40.39,3.39E+11
North Jason,2019/1/12 19:19:33,9.97,8.00E+12
West Ericstad,2019/1/27 4:30:26,29.05,7.60E+12
Joneschester,2019/3/13 6:10:43,27.79,1.26E+12
North Madeline,2019/5/3 0:07:06,16.44,2.12E+11
Loganberg,2019/2/18 11:58:27,23.98,9.37E+12
West Patrickchester,2019/4/7 17:41:37,33.9,3.86E+12
Justinberg,2019/4/4 23:19:59,19.38,3.73E+12
Lake Jonathanshire,2019/4/16 20:26:30,32.47,1.01E+12
Karenside,2019/3/4 20:36:38,25.21,9.11E+12
North Madeline,2019/2/4 18:56:51,9.84,9.48E+12
West Josephberg,2019/3/30 1:27:04,25.19,7.58E+12
West Christopherberg,2019/5/1 12:39:07,39.8,5.35E+12
Lake Scottton,2019/4/19 21:32:00,37.67,5.49E+12
Simpsonburgh,2019/5/4 11:41:43,33.11,2.86E+12
South Karenland,2019/1/23 5:56:24,22.54,9.07E+11
South Evanton,2019/2/26 6:48:57,7.81,7.42E+11
New Paulville,2019/1/2 20:52:31,33.08,2.37E+12
Carriemouth,2019/3/8 9:53:56,37.81,7.35E+12
North Madeline,2019/3/1 4:34:54,20.8,1.58E+12
West Heidi,2019/1/17 9:28:43,24.19,8.80E+12
Amandaburgh,2019/1/13 16:04:10,23.35,9.98E+12
Valentineton,2019/3/6 4:48:37,38.88,2.76E+12
South Phillip,2019/3/23 16:36:51,40.07,2.31E+12
West Angela,2019/2/22 4:05:17,23.09,5.99E+12
Erikaland,2019/4/25 11:18:54,34.05,5.67E+12
Loganberg,2019/4/23 9:19:40,32.4,2.45E+12
West Heidi,2019/1/1 5:23:21,10.75,6.57E+12
South Michelleport,2019/1/27 13:10:19,30.16,3.95E+12
Christopherfurt,2019/3/15 10:22:43,34.09,1.26E+12
North Markport,2019/4/6 2:16:42,18.15,7.27E+12
West Anthony,2019/2/10 9:16:50,38.54,8.95E+12
South Phillip,2019/4/16 22:02:06,24.63,7.86E+12
South Phillip,2019/1/7 2:17:05,6.54,1.98E+11
Williamsview,2019/3/2 22:23:09,25.15,5.05E+12
Port Frank,2019/1/5 18:22:02,35.35,1.92E+12
West Angela,2019/3/18 15:57:00,13.06,7.21E+12
Liumouth,2019/4/14 14:58:09,25.28,7.89E+12
Port Frank,2019/5/3 20:22:47,21.11,9.06E+12
Jerryton,2019/3/4 14:14:36,22.91,3.50E+12
Richardfort,2019/3/6 12:53:05,8.28,5.13E+12
Lake Danielberg,2019/1/14 22:04:23,24.14,7.96E+12
South Evanton,2019/1/17 2:00:57,34.55,3.37E+12
Williamsview,2019/1/25 0:47:33,41.17,4.84E+12
South Jack,2019/1/29 20:13:33,43.12,6.05E+12
Justinberg,2019/2/13 23:56:52,10.18,3.14E+12
Liumouth,2019/4/29 6:57:26,23.99,8.19E+11
South Jack,2019/1/9 20:31:52,21.13,6.06E+12
South Michelleport,2019/3/29 8:33:15,11.06,9.98E+12
Hurleymouth,2019/2/23 1:34:05,31.97,1.99E+12
West Samuelburgh,2019/2/22 22:11:39,17.35,3.94E+12
North Barbara,2019/4/9 17:12:34,6.68,2.54E+12
Royland,2019/1/20 12:13:04,6.66,4.29E+12
Lake Scottton,2019/4/8 11:19:22,44.03,9.05E+12
Raymondhaven,2019/4/30 19:54:09,29.84,7.63E+12
Lake Scottton,2019/5/8 13:10:18,18.04,5.62E+12
Martinezhaven,2019/5/7 5:55:00,6.89,3.27E+12
Lake Scottton,2019/2/8 17:29:38,34.95,7.93E+12
Richardfort,2019/2/5 16:12:04,42.22,4.05E+12
West Josephberg,2019/4/11 3:53:24,18.65,6.03E+12
New Paulville,2019/3/5 15:43:38,23.75,9.56E+12
South Phillip,2019/5/7 2:52:22,36.51,2.37E+12
South Karenland,2019/3/22 4:17:20,15.54,1.31E+12
Valentineton,2019/1/22 2:15:46,17.74,6.35E+12
South Evanton,2019/5/7 12:30:58,34.03,3.18E+12
Pattyland,2019/4/19 12:57:51,4.55,6.86E+12
Port Samanthamouth,2019/3/15 9:03:59,5.62,6.91E+12
East Kaylahaven,2019/1/11 10:41:55,8.02,9.78E+12
North Madeline,2019/2/27 11:42:19,36.87,9.53E+12
Richardfort,2019/4/4 15:04:56,16.35,6.08E+12
South Michelleport,2019/2/11 8:12:09,28.03,3.13E+12
Port Johnbury,2019/1/21 5:10:00,32.68,2.77E+11
Liumouth,2019/1/18 15:26:16,20.68,9.85E+11
South Evanton,2019/4/8 1:01:44,5.62,1.34E+12
Richardfort,2019/3/5 16:00:59,4.85,3.29E+12
New Jacobville,2019/2/7 11:07:26,26.09,3.52E+12
East Kaylahaven,2019/2/4 2:25:50,38.13,2.89E+12
Williamsstad,2019/1/20 18:47:43,18.79,5.02E+12
Lake Jonathanshire,2019/4/11 19:49:34,25.92,8.53E+12
Port Samanthamouth,2019/4/25 3:29:08,9.44,4.79E+12
South Karenland,2019/3/30 1:56:29,20.21,2.90E+12
West Christopherberg,2019/3/10 22:42:09,7.98,5.73E+12
Lake Scottton,2019/3/29 13:33:11,35.36,3.71E+12
East Kaylahaven,2019/1/24 16:52:11,31.4,7.43E+12
Raymondhaven,2019/4/4 6:46:57,41.45,2.89E+12
Port Frank,2019/3/19 15:21:28,22.63,9.91E+12
New Paulville,2019/4/24 2:25:52,13.32,8.56E+12
Karenberg,2019/4/30 21:38:38,5.7,7.64E+12
Barajasview,2019/3/24 6:34:31,12.24,7.67E+11
North Jason,2019/2/10 6:34:23,25.36,8.59E+12
Barajasview,2019/4/18 8:44:07,12.35,6.12E+12
New Kimberlyborough,2019/4/3 20:23:26,33.74,6.33E+12
West Samuelburgh,2019/1/31 17:10:41,9.67,8.85E+12
West Heidi,2019/3/21 0:26:48,9.06,6.62E+12
Port Frank,2019/1/16 22:42:03,11.97,8.71E+12
West Samuelburgh,2019/4/8 12:38:45,14.52,2.48E+12
West Gabriel,2019/5/1 4:34:24,8.67,4.26E+11
Loganberg,2019/4/18 11:16:27,16.36,4.73E+12
West Josephberg,2019/5/7 10:11:06,29.66,2.62E+11
South Michelleport,2019/2/2 11:56:33,12.77,1.41E+12
Christopherfurt,2019/4/14 3:24:52,39.91,2.53E+11
Justinberg,2019/4/14 23:08:12,7.75,8.86E+12
South Michelleport,2019/3/12 9:06:15,25.1,7.11E+12
West Angela,2019/4/10 17:06:27,31.03,3.52E+12
South Karenland,2019/2/2 14:50:52,10.54,4.51E+12
Carriemouth,2019/5/4 10:28:25,41.54,1.10E+12
Pattyland,2019/1/9 8:20:24,41.04,3.53E+12
West Samuelburgh,2019/3/4 12:38:49,28.18,9.68E+12
North Barbara,2019/2/3 23:57:31,11.54,5.81E+12
Jerryton,2019/2/20 18:45:32,28.24,4.15E+12
Leahton,2019/3/6 20:26:06,14.87,3.84E+12
North Jasmine,2019/2/6 19:23:04,9.12,3.93E+12
South Karenland,2019/1/3 6:18:54,39.16,5.49E+12
Grahamburgh,2019/3/19 14:30:39,33.14,4.38E+12
West Robert,2019/3/29 4:22:45,17.53,8.34E+12
Williamsview,2019/2/18 2:31:18,18.75,4.15E+12
Barajasview,2019/1/4 9:32:47,12.25,1.66E+12
Williamsview,2019/1/1 14:40:14,5.42,5.68E+12
West Ericstad,2019/2/5 15:30:53,30.89,2.46E+12
